id,url,question,answer
1127,http://www.freebase.com/view/en/sean_murray,when did sean murray first appear on ncis?,2003
1128,http://www.freebase.com/view/en/abraham_maslow,who is abraham maslow?,Psychologist
1129,http://www.freebase.com/view/en/cuba,where did the cuban missile crisis happen?,Cuba Island
1130,http://www.freebase.com/view/en/benedict_arnold,what is benedict arnold famous for?,Traitor
1131,http://www.freebase.com/view/en/mona_lisa,where is the original mona lisa?,Louvre
1132,http://www.freebase.com/view/en/jill_wagner,what is jill wagner on wipeout?,Him/Herself
1133,http://www.freebase.com/view/en/peru,what type of language does peru speak?,Omagua Language
1134,http://www.freebase.com/view/en/port_lavaca,where is port lavaca tx?,United States of America
1135,http://www.freebase.com/view/en/ronaldinho,which team does ronaldinho play for 2013?,Brazil national football team
1136,http://www.freebase.com/view/en/nicholas_sparks,what kind of books does nicholas sparks wrote?,Das Lächeln der Sterne.
1137,http://www.freebase.com/view/en/chernobyl_disaster,what happened to the people in chernobyl?,Nuclear accident
1138,http://www.freebase.com/view/en/spanish,what countries has spanish as their official language?,Honduras
1139,http://www.freebase.com/view/en/north_korea,who was the communist dictator of north korea?,Kim Jong-il
1140,http://www.freebase.com/view/en/germany,who was the leader of germany in wwii?,Hitler
1141,http://www.freebase.com/view/en/raj_kundra,what business does raj kundra do?,Entrepreneur
1142,http://www.freebase.com/view/en/molly_ringwald,what movies is molly ringwald in?,Office Killer
1143,http://www.freebase.com/view/en/california,what is the time zone in california called?,Pacific Time Zone
1144,http://www.freebase.com/view/en/didier_drogba,what team does drogba play for 2013?,Galatasaray S.K.
1145,http://www.freebase.com/view/en/michael_faraday,what did michael faraday accomplish?,Experimental researches in electricity
1146,http://www.freebase.com/view/en/ernest_hemingway,what was the name of the newspaper where hemingway wrote?,Toronto Star
1147,http://www.freebase.com/view/en/alex_smith,who will alex smith play for in 2011?,San Francisco 49ers
1148,http://www.freebase.com/view/en/united_states,what is the northeast of the united states?,Canada
1149,http://www.freebase.com/view/en/dutch_people,what does the dutch word boer mean?,Sofie Oosterwaal
1150,http://www.freebase.com/view/en/brazil,what currency does brazil use?,Brazilian real
1151,http://www.freebase.com/view/en/sweden,what timezone does sweden have?,Central European Time
1152,http://www.freebase.com/view/en/lois_lane,who played lois en superman?,Dana Delany
1153,http://www.freebase.com/view/en/zambezi,where does the zambezi river end?,Indian Ocean
1154,http://www.freebase.com/view/en/mister_rogers,what did mister rogers do before tv?,Minister of religion
1155,http://www.freebase.com/view/en/switzerland,what is the money currency in switzerland?,Swiss franc
1156,http://www.freebase.com/view/en/george_washington,what state did george washington live in?,Virginia
1157,http://www.freebase.com/view/en/mount_vernon_virginia,where is mount vernon virginia?,"Fairfax County, Virginia"
1158,http://www.freebase.com/view/en/kia_motors,where is kia car from?,South Korea
1159,http://www.freebase.com/view/en/nuh,where did noah live before the flood?,Mesopotamia
1160,http://www.freebase.com/view/en/george_w_bush,when did george w bush take office?,George W. Bush 2001 presidential inauguration
1161,http://www.freebase.com/view/en/kansas_city,where do the kansas city chiefs play?,Kansas City
1162,http://www.freebase.com/view/en/mississippi_river,what countries does the mississippi river run through?,United States of America
1163,http://www.freebase.com/view/en/yucatan_peninsula,in what modern country is the yucatan peninsula located?,Mexico
1164,http://www.freebase.com/view/en/starbucks,what does starbucks sell?,Cafe / Coffee Shop
1165,http://www.freebase.com/view/en/lincoln_steffens,who is lincoln steffens?,Journalist
1166,http://www.freebase.com/view/en/iran,what type of political system does iran have?,Islamic republic
1167,http://www.freebase.com/view/en/lois_griffin,who does the voice of lois in family guy?,Alex Borstein
1168,http://www.freebase.com/view/en/channing_tatum,what are all the movies channing tatum has been in?,A Guide to Recognizing Your Saints
1169,http://www.freebase.com/view/en/panama,where is the country of panama located?,Central America
1170,http://www.freebase.com/view/en/woodrow_wilson,what state did woodrow wilson represent?,New Jersey
1171,http://www.freebase.com/view/en/theodore_roosevelt,what hardships did teddy roosevelt overcome?,Cardiovascular disease
1172,http://www.freebase.com/view/en/university_of_alabama,where is university of alabama located?,Tuscaloosa
1173,http://www.freebase.com/view/en/arthur_miller,who was arthur miller influenced by?,Henrik Ibsen
1174,http://www.freebase.com/view/en/euro,which countries use euro money?,Italy
1175,http://www.freebase.com/view/en/el_salvador,where is el salvador located?,Americas
1176,http://www.freebase.com/view/en/kevin_durant,what year was kevin durant drafted?,2007 NBA Draft
1177,http://www.freebase.com/view/en/george_washington,what illnesses did george washington suffer from?,Malaria
1178,http://www.freebase.com/view/en/barcelona,what are some places to visit in barcelona?,Museu Picasso
1179,http://www.freebase.com/view/en/nina_simone,what happened to nina simone?,Breast cancer
1180,http://www.freebase.com/view/en/wellsville_missouri,where is wellsville missouri?,United States of America
1181,http://www.freebase.com/view/en/princess_leia_organa,who played princess leia from star wars?,Carrie Fisher
1182,http://www.freebase.com/view/en/austraila,who is the current queen of australia?,Elizabeth II
1183,http://www.freebase.com/view/en/galileo_galilei,where did galileo go to school?,University of Pisa
1184,http://www.freebase.com/view/en/richard_burton,who all was richard burton married to?,Elizabeth Taylor
1185,http://www.freebase.com/view/en/david_villa,who did david villa play for?,Spain national football team
1186,http://www.freebase.com/view/en/nicolaus_copernicus,what did copernicus invented?,Copernican heliocentrism
1187,http://www.freebase.com/view/en/jamaica,what's jamaica country code?,jm
1188,http://www.freebase.com/view/en/robert_frost,where robert frost went to school?,Dartmouth College
1189,http://www.freebase.com/view/en/harley_quinn,who should play harley quinn?,Arleen Sorkin
1190,http://www.freebase.com/view/en/dubai,what currency should i take to dubai?,United States dollar
1191,http://www.freebase.com/view/en/plainfield_illinois,what county is plainfield il in?,Will County
1192,http://www.freebase.com/view/en/mekong,what country is the mekong river located in?,Thailand
1193,http://www.freebase.com/view/en/joseph,who founded the sisters of saint joseph?,Rachel
1194,http://www.freebase.com/view/en/john_f_kennedy,who shot and killed president john f kennedy?,Lee Harvey Oswald
1195,http://www.freebase.com/view/en/gatlinburg,what is there to do in gatlinburg in december?,37738
1196,http://www.freebase.com/view/en/english,where does the english football team train?,the Federation of Free States
1197,http://www.freebase.com/view/en/anne_frank,who did anne frank wrote her diary to?,Kitty became so idealized and started to lead her own life in the diary that it ceases to matter who is meant by 'Kitty'. The name ... is not meant to be me.
1198,http://www.freebase.com/view/en/tony_romo,who is tony romo engaged to?,Candice Crawford
1199,http://www.freebase.com/view/en/south_africa,what do people in south africa speak?,Northern Sotho language
1200,http://www.freebase.com/view/en/great_britain,where great britain located?,Europe
1201,http://www.freebase.com/view/en/hillary_rodham_clinton,what state was hillary clinton a senator for?,New York
1202,http://www.freebase.com/view/en/starbucks,what market does starbucks operate in?,Cafe / Coffee Shop
1203,http://www.freebase.com/view/en/nike_inc,what country does nike operate in?,Earth
1204,http://www.freebase.com/view/en/oakland_county,what cities are in oakland county michigan?,Metro Detroit
1205,http://www.freebase.com/view/en/trey_parker,what characters does trey parker voice?,Eric Cartman
1206,http://www.freebase.com/view/en/euro,where will euro 2012 be?,Italy
1207,http://www.freebase.com/view/en/lois_griffin,who the voice of lois griffin?,Alex Borstein
1208,http://www.freebase.com/view/en/harry_potter,when did the 7th harry potter book come out?,The gospel according to Harry Potter
1209,http://www.freebase.com/view/en/canada,what is the parliament of canada called?,Parliament of Canada
1210,http://www.freebase.com/view/en/south_carolina,where is south carolina located?,United States of America
1211,http://www.freebase.com/view/en/paul_revere,who are paul revere's parents?,Deborah Hitchborn
1212,http://www.freebase.com/view/en/russia,what political system does russia use?,Constitutional republic
1213,http://www.freebase.com/view/en/american_staffordshire_terrier,what are american staffordshire terriers?,Dog
1214,http://www.freebase.com/view/en/chicago_bulls,who is the current coach of the chicago bulls?,Tom Thibodeau
1215,http://www.freebase.com/view/en/england,what language is mainly spoken in england?,English Language
1216,http://www.freebase.com/view/en/morgan_freeman,what awards has morgan freeman won?,Golden Icon
1217,http://www.freebase.com/view/en/michael_schumacher,who will michael schumacher drive for in 2013?,Omega SA
1218,http://www.freebase.com/view/en/united_states,what kind of government does the united states have today?,Presidential system
1219,http://www.freebase.com/view/en/michael_jackson,who were michael jackson's brothers and sisters?,Rebbie Jackson
1220,http://www.freebase.com/view/en/chicago_bulls,when is the last time the chicago bulls won a championship?,1998 NBA Finals
1221,http://www.freebase.com/view/en/atlanta_braves,what is the braves mascot?,Major League Baseball
1222,http://www.freebase.com/view/en/paris,where to stay in paris france?,Hôtel Ritz Paris
1223,http://www.freebase.com/view/en/george_steinbrenner,what teams did george steinbrenner own?,New York Yankees
1224,http://www.freebase.com/view/en/christopher_walken,who does christopher walken play in batman returns?,Max Shreck
1225,http://www.freebase.com/view/en/revelstoke_canada,what to see and do in revelstoke?,Kinbasket Lake
1226,http://www.freebase.com/view/en/israel,what land did god give to israel?,Israel
1227,http://www.freebase.com/view/en/andres_segovia,what guitar did andres segovia use?,Spanish acoustic guitar
1228,http://www.freebase.com/view/en/vincent_van_gogh,what style of art did vincent van gogh do?,Post-Impressionism
1229,http://www.freebase.com/view/en/nicolaus_copernicus,what was nicolaus copernicus discovery?,Heliocentrism
1230,http://www.freebase.com/view/en/tutsi,where did the tutsi come from?,Rwanda
1231,http://www.freebase.com/view/en/osama_bin_laden,what country did osama bin laden live in?,Sudan
1232,http://www.freebase.com/view/en/roman_empire,where was the roman empire centered?,Rome
1233,http://www.freebase.com/view/en/samuel_sullivan,who played samuel sullivan in heroes?,Robert Knepper
1234,http://www.freebase.com/view/en/murray_river,which ocean does the murray river flow into?,Southern Ocean
1235,http://www.freebase.com/view/en/cincinnati_ohio,what time zone is cincinnati oh in?,North American Eastern Time Zone
1236,http://www.freebase.com/view/en/jacob_riis,who was jacob riis and why was he important?,Photographer
1237,http://www.freebase.com/view/en/peter_t_king,where does peter king live?,New York City
1238,http://www.freebase.com/view/en/west_africa,what are west african countries?,Ghana
1239,http://www.freebase.com/view/en/john_f_kennedy,who became president when jfk was killed?,Lyndon B. Johnson
1240,http://www.freebase.com/view/en/mallorca,where is mallorca?,Mediterranean Sea
1241,http://www.freebase.com/view/en/victoria_of_the_united_kingdom,where are the mines in victoria?,Victoria
1242,http://www.freebase.com/view/en/chicago_cubs,what years have the cubs been in the world series?,1908 World Series
1243,http://www.freebase.com/view/en/ford_motor_company,what car companies does ford motor company own?,Ford Super Enhanced Investment Partnership
1244,http://www.freebase.com/view/en/ibrahim,what did god say to abraham about circumcision?,Cave of the Patriarchs
1245,http://www.freebase.com/view/en/the_bahamas,what type of government does the bahamas?,Parliamentary system
1246,http://www.freebase.com/view/en/jimi_hendrix,what style of music did jimi hendrix play?,Rock music
1247,http://www.freebase.com/view/en/mila_kunis,what character does mila kunis play on family guy?,Meg Griffin
1248,http://www.freebase.com/view/en/darth_vader,who played anakin skywalker in phantom menace?,Jake Lloyd
1249,http://www.freebase.com/view/en/ghana,what language do the people in ghana speak?,English Language
1250,http://www.freebase.com/view/en/luke_air_force_base,where is luke afb arizona?,Glendale
1251,http://www.freebase.com/view/en/belgium,what language people speak in belgium?,French Language
1252,http://www.freebase.com/view/en/battle_of_vicksburg,where was the battle of vicksburg located?,Warren County
1253,http://www.freebase.com/view/en/vancouver_british_columbia,where is the cruise ship terminal in vancouver bc?,Tsawwassen Ferry Terminal
1254,http://www.freebase.com/view/en/battle_of_gallipoli,where was the gallipoli campaign waged?,Gallipoli
1255,http://www.freebase.com/view/en/abraham_lincoln,what was lincoln's wife's name?,Nancy Lincoln
1256,http://www.freebase.com/view/en/japan,what does the japanese call their country?,Japan
1257,http://www.freebase.com/view/en/george_vi_of_the_united_kingdom,what did king george vi die of?,Lung cancer
1258,http://www.freebase.com/view/en/united_kingdom,what type of currency is used in the united kingdom?,UK £
1259,http://www.freebase.com/view/en/brad_paisley,where did brad paisley graduate from college?,Belmont University
1260,http://www.freebase.com/view/en/robert_f_kennedy,what city was robert kennedy killed in?,Los Angeles
1261,http://www.freebase.com/view/en/queensland,when are school holidays in queensland 2013?,Woorabinda
1262,http://www.freebase.com/view/en/michael_myers,who plays the new michael myers?,Brad Loree
1263,http://www.freebase.com/view/en/tupac_shakur,who was killed first tupac or biggie?,Tupac
1264,http://www.freebase.com/view/en/mexico,what kind of currency to bring to mexico?,Mexican peso
1265,http://www.freebase.com/view/en/nobel_peace_prize,who won the nobel peace prize in 2007?,Intergovernmental Panel on Climate Change
1266,http://www.freebase.com/view/en/alan_thicke,what theme songs did alan thicke wrote?,It Takes Diff'rent Strokes
1267,http://www.freebase.com/view/en/patrick_swayze,what films did patrick swayze star in?,City of Joy
1268,http://www.freebase.com/view/en/sony,where is sony headquarters?,Tokyo
1269,http://www.freebase.com/view/en/liz_lemon,who is liz lemon getting married to?,Jack Donaghy
1270,http://www.freebase.com/view/en/jumanji_1995,who plays sarah wittle in jumanji?,Bonnie Hunt
1271,http://www.freebase.com/view/en/peter_tjajkovskij,what type of music is tchaikovsky?,Opera
1272,http://www.freebase.com/view/en/wimbledon,when is wimbledon tennis tournament?,Yearly
1273,http://www.freebase.com/view/en/ted_kennedy,what year did ted kennedy run for president?,1980 Democratic National Convention
1274,http://www.freebase.com/view/en/helen_keller,where did helen keller go to school?,Radcliffe College
1275,http://www.freebase.com/view/en/london,what shows are on in london at the moment?,World Organization of the Scout Movement
1276,http://www.freebase.com/view/en/german_language,where is german an official language?,Canada
1277,http://www.freebase.com/view/en/iran,what language do you speak in iran?,Turkmen Language
1278,http://www.freebase.com/view/en/tupac_shakur,who did tupac shakur date?,Keisha Morris
1279,http://www.freebase.com/view/en/paul_bettany,who does paul bettany play in the avengers?,Edwin Jarvis
1280,http://www.freebase.com/view/en/naples_florida,what is the closest airport to naples florida?,Marco Island Airport
1281,http://www.freebase.com/view/en/larry_hagman,what did larry hagman die of?,Leukemia
1282,http://www.freebase.com/view/en/colorado,who is the governor of colorado 2009?,Bill Ritter
1283,http://www.freebase.com/view/en/michigan,what timezone is michigan usa?,UTC-5
1284,http://www.freebase.com/view/en/robin_roberts,what blood disease does robin roberts have?,Myelodysplastic syndrome
1285,http://www.freebase.com/view/en/italy,who seized power in italy in 1922?,Benito Mussolini
1286,http://www.freebase.com/view/en/jill_wagner,what show is jill wagner on?,Wipeout
1287,http://www.freebase.com/view/en/megan_fox,who did megan fox have a baby with?,Brian Austin Green
1288,http://www.freebase.com/view/en/senegal,what currency does senegal use?,West African CFA franc
1289,http://www.freebase.com/view/en/alabama,where to get married in north alabama?,United Church of Christ
1290,http://www.freebase.com/view/en/russians,what do ethnic russians look like?,Europeans
1291,http://www.freebase.com/view/en/roman_empire,what places made up the western roman empire?,Europe
1292,http://www.freebase.com/view/en/marie_curie,what experiments did marie curie conduct?,Radio-active substances
1293,http://www.freebase.com/view/en/mitt_romney,what company did mitt romney run?,Bain Capital
1294,http://www.freebase.com/view/en/vito_corleone,what is vito corleone real name?,Marlon Brando
1295,http://www.freebase.com/view/en/spain,what is the king of spain's name?,Juan Carlos I of Spain
1296,http://www.freebase.com/view/en/mr_blackwell,who is blackwell?,Critic
1297,http://www.freebase.com/view/en/justin_bieber,where did justin bieber grew up?,Canada
1298,http://www.freebase.com/view/en/john_cornyn,what district does john cornyn represent?,Texas
1299,http://www.freebase.com/view/en/pittsburgh_steelers,when was the last superbowl win for the steelers?,2006 NFL season
1300,http://www.freebase.com/view/en/argentina,what language do they speak in argentina yahoo?,Yiddish Language
1301,http://www.freebase.com/view/en/kevin_garnett,who drafted kevin garnett?,Minnesota Timberwolves
1302,http://www.freebase.com/view/en/chicago,what is zip code for chicago illinois?,60605
1303,http://www.freebase.com/view/en/helen_keller,what is the name of book written by helen keller?,Light in my Darkness
1304,http://www.freebase.com/view/en/bruce_jenner,what did bruce jenner win gold for?,Athletics at the 1976 Summer Olympics - Men's Decathlon
1305,http://www.freebase.com/view/en/darth_vader,who did the voice of darth vader in star wars?,James Earl Jones
1306,http://www.freebase.com/view/en/17_kids_and_counting,what are the duggars kids full names?,Jana Duggar
1307,http://www.freebase.com/view/en/japan,who is prime minister of japan 2011?,Yoshihiko Noda
1308,http://www.freebase.com/view/en/aaron_rodgers,what year did aaron rodgers get drafted?,2005 NFL Draft
1309,http://www.freebase.com/view/en/robinson_projection,what equipment does porter robinson use?,Pseudo-cylinder
1310,http://www.freebase.com/view/en/the_lion_king_ii_simbas_pride,who plays the voice of kovu?,Jason Marsden
1311,http://www.freebase.com/view/en/martin_luther_king_jr,who is martin luther king jr wife?,Coretta Scott King
1312,http://www.freebase.com/view/en/florida,who is the new governor of florida 2011?,Rick Scott
1313,http://www.freebase.com/view/en/united_kingdom,what kind of money does the uk use?,UK £
1314,http://www.freebase.com/view/en/jules_verne,what books did jules verne wright?,Off on a Comet
1315,http://www.freebase.com/view/en/oklahoma,where in oklahoma are scorpions found?,Oklahoma City
1316,http://www.freebase.com/view/en/philadelphia_major_league_soccer_team,where does the philadelphia union soccer team play?,PPL Park
1317,http://www.freebase.com/view/en/portuguese,where is the portuguese language derived from?,Brazil
1318,http://www.freebase.com/view/en/ethiopia,what 5 countries border ethiopia?,Sudan
1319,http://www.freebase.com/view/en/qatar,what does qatar export?,Organization of Arab Petroleum Exporting Countries
1320,http://www.freebase.com/view/en/virgin_america,what type of planes does virgin america fly?,Airbus A319
1321,http://www.freebase.com/view/en/university_of_maryland_university_college,what city is the university of maryland university college in?,Adelphi
1322,http://www.freebase.com/view/en/anne_frank,where did anne frank live before the war?,Frankfurt
1323,http://www.freebase.com/view/en/joseph_p_kennedy_sr,where was joseph p kennedy born?,Boston
1324,http://www.freebase.com/view/en/belgium,which country is located directly east of belgium?,Europe
1325,http://www.freebase.com/view/en/iran,who are iran's major trading partners?,Madagascar
1326,http://www.freebase.com/view/en/san_francisco_giants,where do the san francisco giants play baseball?,Polo Grounds
1327,http://www.freebase.com/view/en/battle_of_shiloh,what happened to the battle of shiloh?,Surprise Attack!
1328,http://www.freebase.com/view/en/egypt,what type of currency does egypt have?,Egyptian pound
1329,http://www.freebase.com/view/en/diego_forlan,what club team is diego forlan on?,Uruguay national football team
1330,http://www.freebase.com/view/en/kaplan_university,what state is kaplan university online located?,Maryland
1331,http://www.freebase.com/view/en/rastafari_movement,who do rastafarians worship?,Zion
1332,http://www.freebase.com/view/en/the_bahamas,what timezone are the bahamas?,UTC-5
1333,http://www.freebase.com/view/en/l_frank_baum,where did l frank baum die?,Hollywood
1334,http://www.freebase.com/view/en/saint_peter,what is the episode of family guy when peter makes his own country?,"Virgin and Child Enthroned with Saints Peter, Paul, John the Baptist, Dominic and a Donor"
1335,http://www.freebase.com/view/en/john_steinbeck,what inspired steinbeck to write?,William Faulkner
1336,http://www.freebase.com/view/en/cuba,who is the leader of cuba 2012?,Raúl Castro
1337,http://www.freebase.com/view/en/gareth_southgate,where did gareth southgate play?,England
1338,http://www.freebase.com/view/en/duke_ellington,what musical instruments did duke ellington play?,Piano
1339,http://www.freebase.com/view/en/bank_of_america_pavilion,where is the bank of america pavilion?,Suffolk County
1340,http://www.freebase.com/view/en/google,what all does google have?,Google Maps Engine
1341,http://www.freebase.com/view/en/boston_celtics,what is the boston celtics current roster?,Jeff Green
1342,http://www.freebase.com/view/en/islam,what features do islam and christianity have in common?,Abrahamic religions
1343,http://www.freebase.com/view/en/victoria_of_the_united_kingdom,what was queen victoria queen of?,United Kingdom
1344,http://www.freebase.com/view/en/ray_romano,who plays ray barone?,"Ray Romano, Michael Buble"
1345,http://www.freebase.com/view/en/robert_blake_1933,what movies did robert blake play in?,Alfalfa's Double
1346,http://www.freebase.com/view/en/new_york,what tv shows are taped in new york city?,Flight of the Conchords
1347,http://www.freebase.com/view/en/gerald_ford,what did gerald ford die of?,Cardiovascular disease
1348,http://www.freebase.com/view/en/gobi_desert,where is the gobi desert located?,Mongolia
1349,http://www.freebase.com/view/en/howard_hughes,what kind of mental illness did howard hughes have?,Hypochondriasis
1350,http://www.freebase.com/view/en/japan,who is prime minister of japan 2012?,Shinzō Abe
1351,http://www.freebase.com/view/en/barack_obama,what city was barack obama born in?,Honolulu
1352,http://www.freebase.com/view/en/cabo_san_lucas,what airport do you fly into to get to cabo san lucas?,Cabo San Lucas International Airport
1353,http://www.freebase.com/view/en/spanish,what countries speak spanish wikipedia?,Spain
1354,http://www.freebase.com/view/en/johnny_depp,what films have johnny depp been in?,The tourist
1355,http://www.freebase.com/view/en/china,who runs china 2011?,Wen Jiabao
1356,http://www.freebase.com/view/en/destin,what major airport is near destin florida?,Northwest Florida Regional Airport
1357,http://www.freebase.com/view/en/vasco_da_gama,what country did vasco da gama came from?,Portugal
1358,http://www.freebase.com/view/en/vietnam,what is the current government of vietnam?,Single-party state
1359,http://www.freebase.com/view/en/vietnam_war,what countries was the vietnam war between?,South Vietnam
1360,http://www.freebase.com/view/en/paris,what to see outside of paris?,Stade de France
1361,http://www.freebase.com/view/en/nazism,what does nazis stand for?,National Socialist Party
1362,http://www.freebase.com/view/en/pro_football_hall_of_fame,where is the nfl hall of fame located and when was the building opened?,Canton
1363,http://www.freebase.com/view/en/laura_ingalls_wilder,where did laura ingalls wilder live?,Wisconsin
1364,http://www.freebase.com/view/en/jason_segel,who did jason segel date?,Linda Cardellini
1365,http://www.freebase.com/view/en/christopher_columbus,where christopher columbus was born?,Genoa
1366,http://www.freebase.com/view/en/katerina_graham,who did kat graham play in parent trap?,Jackie
1367,http://www.freebase.com/view/en/sammy_hagar,what does sammy hagar sing?,Rock music
1368,http://www.freebase.com/view/en/lex_luthor,who plays young lex luthor in smallville?,Michael Rosenbaum
1369,http://www.freebase.com/view/en/lamar_odom,who is lamar odom playing for in 2012?,Los Angeles Lakers
1370,http://www.freebase.com/view/en/new_zealand,what are the main sports in new zealand?,New Zealand national women's cricket team
1371,http://www.freebase.com/view/en/lois_griffin,who makes lois griffin voice?,Alex Borstein
1372,http://www.freebase.com/view/en/trenton,what is the zip code for trenton ga?,08610
1373,http://www.freebase.com/view/en/finland,what language do you speak in finland?,"Saami, North Language"
1374,http://www.freebase.com/view/en/united_states,what kind of system of government does the united states have?,Presidential system
1375,http://www.freebase.com/view/en/leonardo_da_vinci,what inventions did da vinci made?,Double hull
1376,http://www.freebase.com/view/en/lebron_james,what was lebron james rookie year?,2003–04 NBA season
1377,http://www.freebase.com/view/en/shirley_temple,what are shirley temple kids names?,Charles Alden Black Jr.
1378,http://www.freebase.com/view/en/malcom_floyd,who does malcom floyd play for?,San Diego Chargers
1379,http://www.freebase.com/view/en/terrell_owens,what position does terrell owens play?,Wide Receiver
1380,http://www.freebase.com/view/en/julia_gillard,what is julia gillard famous for?,Prime minister
1381,http://www.freebase.com/view/en/kourtney_kardashian,what did kourtney kardashian go to college for?,Theatre
1382,http://www.freebase.com/view/en/nigeria,what are the four official languages of nigeria?,English Language
1383,http://www.freebase.com/view/en/bergen-belsen_concentration_camp,where is bergen belsen concentration camp located?,Germany
1384,http://www.freebase.com/view/en/louis_xvi_of_france,who was louis xvi?,King of France
1385,http://www.freebase.com/view/en/tecumseh,what was the name of tecumseh brother?,Tenskwatawa
1386,http://www.freebase.com/view/en/donna_summer,what did donna summers die from?,Lung cancer
1387,http://www.freebase.com/view/en/allen_iverson,what year did allen iverson get married?,8/3/2001
1388,http://www.freebase.com/view/en/selena_gomez,where was selena gomez really born?,Grand Prairie
1389,http://www.freebase.com/view/en/lamar_odom,who did lamar odom sign with?,Los Angeles Clippers
1390,http://www.freebase.com/view/en/philadelphia,what is the best neighborhood to live in in philadelphia?,Rittenhouse Square
1391,http://www.freebase.com/view/en/thermopylae,when did the battle of thermopylae occur?,Greece
1392,http://www.freebase.com/view/en/eleanor_roosevelt,where did eleanor roosevelt go to school?,Allenswood Academy
1393,http://www.freebase.com/view/en/german_language,what do you say after a sneeze in german?,Wymysorys
1394,http://www.freebase.com/view/en/turkey,what country does turkey trade with?,Albania
1395,http://www.freebase.com/view/en/husqvarna_ab,where is husqvarna 235 made?,United States of America
1396,http://www.freebase.com/view/en/singapore,what do people speak in singapore?,Malay Language
1397,http://www.freebase.com/view/en/slovakia,what is the currency in slovakia 2012?,Euro
1398,http://www.freebase.com/view/en/dartmouth_college,what is the mascot of dartmouth college?,Dartmouth Moose
1399,http://www.freebase.com/view/en/russia,what country is next to russia?,Ukraine
1400,http://www.freebase.com/view/en/jacob_black,who played jacob black?,Taylor Lautner
1401,http://www.freebase.com/view/en/medicare,who pays social security and medicare?,Centers for Medicare and Medicaid Services
1402,http://www.freebase.com/view/en/adam_sandler,what movies star adam sandler?,Funny People
1403,http://www.freebase.com/view/en/bill_clinton,what university did bill clinton graduated from?,Yale Law School
1404,http://www.freebase.com/view/en/ralph_waite,who plays jackson gibbs on ncis?,Ralph H. Waite
1405,http://www.freebase.com/view/en/john_f_kennedy,where did president kennedy go to school?,Riverdale Country School
1406,http://www.freebase.com/view/en/new_york_knicks,when did the ny knicks last win a championship?,1973 NBA Finals
1407,http://www.freebase.com/view/en/fukushima_i_nuclear_power_plant,what happened at fukushima daiichi nuclear plant?,2011 Tōhoku earthquake and tsunami
1408,http://www.freebase.com/view/en/lajos_kossuth,who was louis kossuth?,Politician
1409,http://www.freebase.com/view/en/arabic_language,what country do arabic people come from?,Tunisia
1410,http://www.freebase.com/view/en/boston_red_sox,when did the red sox win the pennant?,1918 World Series
1411,http://www.freebase.com/view/en/harry_s_truman,where did harry truman die?,Kansas City
1412,http://www.freebase.com/view/en/charles_prince_of_wales,what was prince charles last name?,Mountbatten-Windsor
1413,http://www.freebase.com/view/en/ronald_reagan,what was reagan before president?,Governor of California
1414,http://www.freebase.com/view/en/italy,what type of legal system does italy have?,Constitutional republic
1415,http://www.freebase.com/view/en/bernard_l_madoff,where did bernie madoff work?,Bernard L. Madoff Investment Securities
1416,http://www.freebase.com/view/en/mark_zuckerberg,what website did mark zuckerberg co founder?,Facebook
1417,http://www.freebase.com/view/en/kings_of_leon,what bass does jared followill use?,bass guitar
1418,http://www.freebase.com/view/en/james_t_kirk,who played captain kirk in star trek?,Jimmy Bennett
1419,http://www.freebase.com/view/en/united_states,what type of currency does the us have?,United States dollar
1420,http://www.freebase.com/view/en/thailand,what currency does thailand use?,Thai baht
1421,http://www.freebase.com/view/en/canadian_county,where is canadian county oklahoma?,"Oklahoma City, OK Metropolitan Statistical Area"
1422,http://www.freebase.com/view/en/islamabad,in which province islamabad is located?,Pakistan
1423,http://www.freebase.com/view/en/rob_kardashian,what does rob kardashian do for living?,TV Personality
1424,http://www.freebase.com/view/en/oceania,where is oceania on a map?,Pacific Ocean
1425,http://www.freebase.com/view/en/nintendo,what did nintendo announce at e3 2012?,NINTENDO CO LTD Common Stock
1426,http://www.freebase.com/view/en/palm_springs,what can you do in palm springs ca?,The Fabulous Palm Springs Follies
1427,http://www.freebase.com/view/en/red_lake,where is red lake ontario?,Canada
1428,http://www.freebase.com/view/en/new_york_giants,when was the last time the ny giants played in the superbowl?,Super Bowl XXV
1429,http://www.freebase.com/view/en/adam_sandler,who is adam sandler?,Actor
1430,http://www.freebase.com/view/en/pakistan,who was the president of pakistan in 1980?,Muhammad Zia-ul-Haq
1431,http://www.freebase.com/view/en/barack_obama,which college did barack obama attend?,Columbia University
1432,http://www.freebase.com/view/en/elizabeth_ann_seton,where was st elizabeth ann seton born?,New York City
1433,http://www.freebase.com/view/en/adriatic_sea,what does the adriatic sea border?,Kvarner Gulf
1434,http://www.freebase.com/view/en/indiana,what time do the polls open in indiana 2012?,UTC−06:00
1435,http://www.freebase.com/view/en/stanley_cup,what teams played in the 2010 stanley cup?,Chicago Blackhawks
1436,http://www.freebase.com/view/en/john_adams,what colony is john adams from?,Massachusetts
1437,http://www.freebase.com/view/en/germany,what countries do germany border?,Netherlands
1438,http://www.freebase.com/view/en/russia,who does russia trade with the most?,Uzbekistan
1439,http://www.freebase.com/view/en/assyria,what language do the assyrians speak?,Akkadian language
